,Price,SurfaceArea,ApartmentType,YearBuilt,ApartmentSetting,FloorNumber,TotalFloorsInBuilding,YearRenovated,BalconyTerraceAtrium,OutdoorFurniture,Furniture,ParkingSpots,NetArea,EnergyClass,TotalRooms,TotalFloors,HouseMaterial,HouseType,LandArea,Region,District,Neighborhood
1996,270000,0,missing,1903,missing,missing,0,0,missing,"Vrtna uta, Lopa za shranjevanje, Vrt/dvorišče",missing,0,missing,G (210+ kWh/m²a),5,Enonadstropna,missing,Samostojna,0,Goriška, Nova Gorica, Nova Gorica
1997,450000,0,missing,1960,missing,missing,0,2014,missing,missing,missing,0,"1.443,60 m²",missing,0,missing,missing,Ostalo,0,Podravska, Rače, Rače
1999,447000,0,missing,2005,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,D (60 - 105 kWh/m²a),8,Enonadstropna,missing,Samostojna,0,Obalno-kraška, Koper, Ankaran
2000,384990,0,missing,2004,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,missing,6,Večnadstropna,Kamnita hiša,Samostojna,0,Podravska, Cirkulane, Cirkulane
2001,950000,0,missing,2006,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,EI ni potrebna (334. člen EZ-1),7,missing,missing,missing,0,Podravska, Ptuj, Ptuj
2002,349000,0,missing,1781,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,missing,8,Dvonadstropna,missing,Samostojna,0,Koroška, Radlje ob Dravi, Radlje ob Dravi
2003,330000,0,missing,1985,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,missing,8,missing,missing,Samostojna,0,Podravska, Slovenska Bistrica, Slovenska Bistrica
2004,159000,0,missing,1920,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,C (35 - 60 kWh/m²a),10,missing,missing,Samostojna,0,Savinjska, Rečica ob Savinji, Rečica ob Savinji
2005,247700,0,missing,1988,missing,missing,0,0,missing,missing,missing,0,missing,D (60 - 105 kWh/m²a),7,Dvonadstropna,missing,Samostojna,0,Koroška, Ravne na Koroškem, Ravne na Koroškem
2006,259000,0,missing,2004,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,missing,6,Večnadstropna,missing,Samostojna,0,Podravska, Ptuj, Ptuj
2007,129900,0,missing,1983,missing,missing,0,0,missing,"Vrtna uta, Lopa za shranjevanje, Vrt/dvorišče",missing,5,missing,missing,7,missing,missing,Samostojna,0,Pomurska, Murska Sobota, Murska Sobota
2009,195000,124,missing,2004,missing,missing,0,0,Terasa,Vrt/dvorišče,missing,2,"211,10 m²",D (60 - 105 kWh/m²a),4,missing,missing,Samostojna,0,Podravska, Sv. Trojica v Slovenskih goricah, Osek
2010,290000,50,missing,1800,missing,missing,0,0,missing,missing,missing,0,"50,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,342,Obalno-kraška, Koper, Dvori
2011,300000,307,missing,1904,missing,missing,0,1984,missing,missing,Popolnoma opremljeno,0,"307,00 m²",missing,5,missing,"Zidana hiša (beton, opeka)",Samostojna,172,Savinjska, Šoštanj, Šoštanj
2012,470000,0,missing,1950,missing,missing,0,0,missing,missing,Neopremljeno,0,"105,00 m²",EI v izdelavi,0,Pritlična,missing,Vrstna,228,Osrednjeslovenska, Ljubljana, Topniška
2013,129000,148,missing,1950,missing,missing,0,0,Balkon,missing,missing,0,"240,00 m²",F (150 - 210 kWh/m²a),0,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,500,Podravska, Slovenska Bistrica, Zgornja Polskava
2014,65000,130,missing,1958,missing,missing,0,2018,"Terasa, Atrij",Vrt/dvorišče,Popolnoma opremljeno,0,"129,60 m²",G (210+ kWh/m²a),2,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,898,Pomurska, Ljutomer, Precetinci
2015,310000,62,missing,1800,missing,missing,0,0,missing,missing,missing,0,"62,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,342,Obalno-kraška, Koper, Sv. Anton
2016,55000,139,missing,1920,missing,missing,0,0,missing,missing,missing,0,"138,60 m²",G (210+ kWh/m²a),10,missing,missing,Ostalo,374,Goriška, Kanal ob Soči, Lig
2017,75000,112,missing,1840,missing,missing,0,0,missing,missing,missing,0,"112,00 m²",G (210+ kWh/m²a),10,missing,missing,Ostalo,431,Goriška, Kanal ob Soči, Kanal ob Soči
2018,540000,0,missing,1968,missing,missing,0,0,missing,missing,missing,7,missing,F (150 - 210 kWh/m²a),4,Dvonadstropna,missing,Samostojna,0,Podravska, Maribor, Brezje - Dogoše - Zrkovce
2019,420000,0,missing,2009,missing,missing,0,0,missing,missing,missing,0,"276,00 m²",E (105 - 150 kWh/m²a),0,missing,missing,Samostojna,0,Gorenjska, Kranj, Zgornja Besnica
2020,169000,150,missing,1965,missing,missing,0,0,missing,missing,missing,0,missing,EI v izdelavi,1,Pritlična,missing,Samostojna,0,Podravska, Ptuj, Ptuj
2021,300000,110,missing,1977,missing,missing,0,0,missing,missing,missing,0,missing,missing,0,missing,missing,Samostojna,750,Podravska, Ptuj, Ptuj
2022,493000,0,missing,2016,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,missing,5,missing,missing,Samostojna,0,Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah
2023,208000,136,missing,2022,missing,missing,0,0,missing,missing,Neopremljeno,0,"136,00 m²",missing,4,missing,"Zidana hiša (beton, opeka)",Dvojček,280,Savinjska, Tabor, Tabor
2024,55000,0,missing,1800,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,missing,5,missing,missing,Samostojna,0,Savinjska, Šmartno ob Paki, Šmartno ob Paki
2025,87000,202,missing,2006,missing,missing,0,0,missing,missing,missing,0,"202,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Jugovzhodna Slovenija, Mokronog - Trebelno, Mokronog
2026,298000,200,missing,1976,missing,missing,0,0,missing,missing,missing,0,missing,E (105 - 150 kWh/m²a),5,Večnadstropna,missing,missing,305,Osrednjeslovenska, Medvode, Smlednik
2027,279000,151,missing,2006,missing,missing,0,0,missing,missing,Popolnoma opremljeno,0,"151,00 m²",missing,4,missing,"Zidana hiša (beton, opeka)",Samostojna,625,Podravska, Hoče, Hoče
2028,69500,0,missing,1767,missing,missing,0,1900,missing,Vrt/dvorišče,Neopremljeno,2,"90,00 m²",EI v izdelavi,2,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,161,Gorenjska, Žirovnica, Zabreznica
2029,273750,138,missing,2022,missing,missing,0,0,missing,missing,missing,0,missing,EI ni potrebna (334. člen EZ-1),0,Pritlična,missing,Ostalo,613,Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah
2030,188000,183,missing,1925,missing,missing,0,2006,missing,missing,Popolnoma opremljeno,0,"183,00 m²",missing,5,missing,"Zidana hiša (beton, opeka)",Samostojna,107,Zasavska, Trbovlje, Trbovlje
2031,147000,147,missing,1998,missing,missing,0,2016,missing,missing,Popolnoma opremljeno,2,"147,00 m²",missing,5,missing,"Zidana hiša (beton, opeka)",Samostojna,767,Zasavska, Hrastnik, Krištandol
2032,399000,0,missing,2019,missing,missing,0,0,missing,missing,missing,0,missing,B1 (15 - 25 kWh/m²a),4,missing,missing,Samostojna,0,Podravska, Maribor, Radvanje
2033,110000,75,missing,1800,missing,missing,0,0,missing,missing,missing,0,"75,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",missing,117,Obalno-kraška, Piran, Padna
2034,109000,173,missing,1982,missing,missing,0,2000,"Balkon, Atrij",Vrt/dvorišče,Popolnoma opremljeno,0,"173,00 m²",F (150 - 210 kWh/m²a),3,Pritlična,"Zidana hiša (beton, opeka)",Samostojna,885,Podravska, Ormož, Ormož
2035,175000,220,missing,1985,missing,missing,0,0,Balkon,missing,Delno opremljeno,0,missing,EI v izdelavi,3,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,415,Savinjska, Zreče, Stranice
2036,449000,412,missing,1887,missing,missing,0,2018,Balkon,missing,Popolnoma opremljeno,7,"412,00 m²",F (150 - 210 kWh/m²a),3,missing,missing,Samostojna,0,Primorsko-notranjska, Pivka, Pivka
2037,360000,180,missing,1920,missing,missing,0,2016,"Balkon, Terasa",Bazen,Popolnoma opremljeno,0,"180,00 m²",missing,4,missing,missing,Dvojček,1,Goriška, Miren, Kostanjevica na Krasu
2038,80000,0,missing,1951,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,EI ni potrebna (334. člen EZ-1),3,missing,missing,Samostojna,0,Podravska, Ptuj, Ptuj
2039,340000,141,missing,1965,missing,missing,0,2015,Balkon,missing,Delno opremljeno,0,missing,EI v izdelavi,3,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,982,Osrednjeslovenska, Grosuplje, Lobček
2040,25000,91,missing,1932,missing,missing,0,0,missing,missing,missing,0,"91,00 m²",EI ni potrebna (334. člen EZ-1),0,missing,"Zidana hiša (beton, opeka)",Samostojna,516,Pomurska, Ljutomer, Grlava
2041,390000,96,missing,2009,missing,missing,0,2017,"Atrij, Terasa",missing,Popolnoma opremljeno,3,"98,80 m²",B2 (25 - 35 kWh/m²a),4,missing,missing,Dvojček,226,Osrednjeslovenska, Brezovica pri Ljubljani, Podpeč
2042,89500,150,missing,1967,missing,missing,0,2003,missing,missing,Popolnoma opremljeno,0,"80,00 m²",missing,3,Pritlična,missing,Samostojna,0,Podravska, Cirkulane, Brezovec
2043,176000,381,missing,1995,missing,missing,0,2020,"Balkon, Terasa, Atrij","Vrt/dvorišče, Zimski vrt, Lopa za shranjevanje, Vrtna uta, Žar",Popolnoma opremljeno,0,"380,90 m²",D (60 - 105 kWh/m²a),10,Večnadstropna,"Zidana hiša (beton, opeka)",Dvostanovanjska,808,Podravska, Benedikt, Benedikt
2044,30000,69,missing,1900,missing,missing,0,0,Terasa,"Vrt/dvorišče, Lopa za shranjevanje",missing,0,missing,missing,2,missing,"Zidana hiša (beton, opeka)",Kmetija,0,Podravska, Cirkulane, Cirkulane
2045,474092,0,missing,2021,missing,missing,0,0,missing,missing,missing,3,missing,C (35 - 60 kWh/m²a),4,missing,Kamnita hiša,Samostojna,0,Obalno-kraška, Sežana, Sežana
2046,60000,0,missing,1707,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,missing,5,missing,Kamnita hiša,Samostojna,0,Savinjska, Laško, Laško
2047,555000,182,missing,2020,missing,missing,0,0,"Terasa, Atrij","Vrt/dvorišče, Žar",Neopremljeno,2,missing,A1 (0 - 10 kWh/m²a),5,Večnadstropna,"Zidana hiša (beton, opeka)",Vrstna,176,Osrednjeslovenska, Ljubljana Vič Rudnik, Kolezija
2048,180000,121,missing,2007,missing,missing,0,0,missing,missing,missing,0,"121,00 m²",Ni možno izdati,10,missing,missing,Ostalo,0,Obalno-kraška, Komen, Trebižani
2049,390000,99,missing,2009,missing,missing,0,2017,Terasa,Vrt/dvorišče,missing,0,missing,B2 (25 - 35 kWh/m²a),3,Enonadstropna,"Zidana hiša (beton, opeka)",Vrstna,226,Osrednjeslovenska, Brezovica pri Ljubljani, Jezero
2050,690000,225,missing,2017,missing,missing,0,0,Terasa,missing,Popolnoma opremljeno,5,"225,00 m²",EI v izdelavi,4,missing,missing,Samostojna,650,Osrednjeslovenska, Grosuplje, Šmarje - Sap
2051,298000,157,missing,2001,missing,missing,0,0,missing,missing,Popolnoma opremljeno,0,missing,EI v izdelavi,4,Dvonadstropna,"Zidana hiša (beton, opeka)",Vrstna,145,Osrednjeslovenska, Grosuplje, Grosuplje
2052,370000,191,missing,1969,missing,missing,0,0,Balkon,missing,missing,0,missing,C (35 - 60 kWh/m²a),0,missing,missing,Vrstna,433,Osrednjeslovenska, Ljubljana Moste Polje, Zalog
2053,2800,145,missing,2019,missing,missing,0,0,missing,missing,missing,0,"145,00 m²",B2 (25 - 35 kWh/m²a),10,missing,missing,Ostalo,69,Goriška, Ajdovščina, Vipavski Križ
2054,259900,188,missing,2022,missing,missing,0,0,missing,missing,missing,0,"188,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,342,Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah
2055,185000,120,missing,1900,missing,missing,0,1960,Balkon,Vrt/dvorišče,missing,0,"252,00 m²",EI v izdelavi,4,missing,missing,Vrstna,393,Koroška, Slovenj Gradec, Slovenj Gradec
2056,250000,70,missing,1990,missing,missing,0,2004,missing,missing,missing,0,missing,EI ni potrebna (334. člen EZ-1),3,Enonadstropna,missing,Vrstna,30,Obalno-kraška, Izola, Izola
2057,350000,0,missing,2022,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,missing,5,missing,missing,missing,0,Osrednjeslovenska, Medvode, Medvode
2058,830000,0,missing,1898,missing,missing,0,0,missing,missing,missing,0,"448,60 m²",missing,0,missing,missing,Stanovanjsko-poslovna,218,Gorenjska, Kranj, Kranj
2059,190000,71,missing,1964,missing,missing,0,2010,Balkon,Vrt/dvorišče,Neopremljeno,1,"146,70 m²",missing,3,missing,missing,Samostojna,1,Podravska, Selnica ob Dravi, Zgornja Selnica
2060,200000,280,missing,1810,missing,missing,0,1977,missing,missing,missing,0,"280,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Ostalo,0,Podravska, Hoče, Hočko Pohorje
2061,85800,216,missing,1952,missing,missing,0,0,missing,missing,missing,0,"216,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,615,Podravska, Središče ob Dravi, Središče ob Dravi
2062,99000,0,missing,1900,missing,missing,0,0,missing,Vrt/dvorišče,missing,4,missing,G (210+ kWh/m²a),5,Večnadstropna,missing,Samostojna,0,Jugovzhodna Slovenija, Semič, Semič
2063,165000,0,missing,1996,missing,missing,0,0,missing,missing,missing,0,missing,missing,5,missing,missing,Samostojna,0,Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah
2064,530000,342,missing,2008,missing,missing,0,0,Terasa,"Vrt/dvorišče, Vrtna uta",missing,4,"401,20 m²",C (35 - 60 kWh/m²a),10,Večnadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Ptuj, Krčevina pri Vurbergu
2065,179000,98,missing,2021,missing,missing,0,0,missing,missing,missing,0,"98,00 m²",missing,5,missing,"Zidana hiša (beton, opeka)",Dvojček,267,Savinjska, Braslovče, Parižlje
2066,280000,250,missing,2001,missing,missing,0,0,missing,missing,missing,0,"250,00 m²",missing,5,missing,"Zidana hiša (beton, opeka)",Samostojna,338,Savinjska, Žalec, Arja vas
2067,530000,0,missing,2016,missing,missing,0,0,"Balkon, Terasa",Vrt/dvorišče,missing,0,"228,00 m²",EI v izdelavi,5,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,675,Osrednjeslovenska, Log pri Brezovici, Log pri Brezovici
2068,449000,0,missing,1998,missing,missing,0,0,"Balkon, Terasa, Atrij",Vrt/dvorišče,Popolnoma opremljeno,5,"395,20 m²",D (60 - 105 kWh/m²a),9,Večnadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Miklavž na Dravskem polju, Miklavž na Dravskem polju
2069,337000,156,missing,2009,missing,missing,0,0,missing,missing,missing,0,"156,00 m²",missing,3,missing,"Zidana hiša (beton, opeka)",Samostojna,592,Obalno-kraška, Kozina, Krvavi Potok
2070,585000,0,missing,2010,missing,missing,0,2016,Terasa,"Vrt/dvorišče, Zimski vrt",Popolnoma opremljeno,0,"270,00 m²",missing,4,Enonadstropna,"Zidana hiša (beton, opeka)",Dvojček,300,Gorenjska, Škofja Loka, Lipica
2071,275000,254,missing,1935,missing,missing,0,2019,Balkon,Vrt/dvorišče,Delno opremljeno,0,missing,EI v izdelavi,4,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,426,Osrednjeslovenska, Moravče, Moravče
2072,139900,0,missing,1970,missing,missing,0,2010,missing,missing,missing,0,"158,00 m²",missing,7,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,Pomurska, Beltinci, Dokležovje
2073,245000,180,missing,1989,missing,missing,0,2018,missing,missing,Popolnoma opremljeno,1,"180,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Savinjska, Vitanje, Brezen
2074,635000,184,missing,1889,missing,missing,0,2018,missing,missing,Popolnoma opremljeno,2,"184,00 m²",missing,4,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Gorenjska, Gorje, Spodnje Gorje
2075,199900,296,missing,1976,missing,missing,0,2002,missing,missing,Delno opremljeno,0,"296,00 m²",missing,5,missing,"Zidana hiša (beton, opeka)",Dvostanovanjska,512,Podravska, Starše, Brunšvik
2076,155000,180,missing,1937,missing,missing,0,2015,missing,Žar,Delno opremljeno,0,"160,00 m²",EI v izdelavi,5,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,638,Savinjska, Celje, Celje
2077,139990,163,missing,2019,missing,missing,0,0,missing,missing,Neopremljeno,0,"163,00 m²",missing,4,missing,"Zidana hiša (beton, opeka)",Samostojna,272,Podravska, Slovenska Bistrica, Ošelj
2078,380000,463,missing,1995,missing,missing,0,2018,missing,missing,missing,1,"463,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Slovenska Bistrica, Slovenska Bistrica
2079,45000,67,missing,1899,missing,missing,0,1985,missing,missing,Delno opremljeno,0,"45,00 m²",missing,2,missing,missing,Samostojna,0,Podravska, Zavrč, Gorenjski Vrh
2080,45000,0,missing,1995,missing,missing,0,0,missing,missing,missing,0,"342,50 m²",missing,0,missing,missing,Samostojna,971,Podravska, Poljčane, Poljčane
2081,185000,0,missing,1900,missing,missing,0,0,missing,missing,missing,0,missing,F (150 - 210 kWh/m²a),10,Večnadstropna,missing,Samostojna,0,Savinjska, Radeče, Radeče
2082,780000,0,missing,1975,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,D (60 - 105 kWh/m²a),8,Dvonadstropna,missing,Samostojna,0,Obalno-kraška, Piran, Portorož
2083,149900,0,missing,1980,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,missing,5,missing,missing,Samostojna,0,Savinjska, Podčetrtek, Pristava pri Mestinju
2084,249000,150,missing,1992,missing,missing,0,0,missing,missing,Delno opremljeno,0,"150,00 m²",missing,4,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Sv. Trojica v Slovenskih goricah, Spodnja Senarska
2086,26500,0,missing,1953,missing,missing,0,0,missing,missing,missing,0,missing,EI ni potrebna (334. člen EZ-1),2,missing,missing,Samostojna,0,Savinjska, Laško, Laško
2087,265000,125,missing,2021,missing,missing,0,0,missing,missing,missing,0,"155,00 m²",missing,0,missing,missing,Dvojček,370,Osrednjeslovenska, Grosuplje, Polica
2088,28500,41,missing,1984,missing,missing,0,0,missing,missing,missing,0,"41,00 m²",missing,0,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Cirkulane, Brezovec
2089,30000,96,missing,1750,missing,missing,0,0,missing,missing,missing,0,"96,00 m²",G (210+ kWh/m²a),10,missing,missing,Ostalo,320,Goriška, Nova Gorica, Grgarske Ravne
2090,160000,420,missing,1969,missing,missing,0,2004,missing,missing,missing,0,missing,missing,0,missing,missing,Samostojna,0,Savinjska, Štore, Šentjanž nad Štorami
2091,129000,266,missing,1965,missing,missing,0,0,missing,missing,missing,0,missing,missing,0,Enonadstropna,missing,Samostojna,392,Savinjska, Slovenske Konjice, Loče
2092,950000,118,missing,1908,missing,missing,0,0,missing,missing,missing,0,missing,missing,0,missing,missing,missing,0,Obalno-kraška, Piran, Portorož
2093,138000,0,missing,1940,missing,missing,0,0,missing,Vrt/dvorišče,missing,0,missing,missing,4,missing,missing,Samostojna,0,Primorsko-notranjska, Ilirska Bistrica, Ilirska Bistrica
2094,103000,65,missing,1995,missing,missing,0,0,Balkon,missing,Delno opremljeno,0,missing,missing,3,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,Savinjska, Podčetrtek, Cmereška Gorca
2095,650000,582,missing,1982,missing,missing,0,2021,missing,missing,missing,0,missing,D (60 - 105 kWh/m²a),0,Večnadstropna,missing,Dvostanovanjska,0,Osrednjeslovenska, Medvode, Medvode
2096,462000,169,missing,2016,missing,missing,0,0,missing,missing,Popolnoma opremljeno,0,"169,00 m²",missing,5,missing,"Zidana hiša (beton, opeka)",Dvojček,179,Obalno-kraška, Koper, Ankaran
2097,142000,244,missing,1930,missing,missing,0,0,missing,missing,Delno opremljeno,0,missing,C (35 - 60 kWh/m²a),4,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,Goriška, Nova Gorica, Lazna
2098,140000,159,missing,1930,missing,missing,0,2004,missing,missing,Neopremljeno,0,"159,00 m²",missing,5,missing,"Zidana hiša (beton, opeka)",Samostojna,0,Podravska, Ruše, Ruše
2099,470000,236,missing,1952,missing,missing,0,2019,Terasa,missing,Popolnoma opremljeno,4,"236,00 m²",D (60 - 105 kWh/m²a),5,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,881,Osrednjeslovenska, Kamnik, Soteska
2100,210000,329,missing,1995,missing,missing,0,2019,missing,missing,Popolnoma opremljeno,0,"329,00 m²",missing,5,missing,"Zidana hiša (beton, opeka)",Samostojna,685,Pomurska, Tišina, Murski Črnci
2101,230000,0,missing,1995,missing,missing,0,0,missing,missing,missing,0,missing,missing,5,missing,missing,Samostojna,0,Podravska, Ptuj, Ptuj
2102,199000,0,missing,1920,missing,missing,0,2021,"Balkon, Terasa",missing,missing,0,"250,00 m²",EI v izdelavi,0,missing,"Zidana hiša (beton, opeka)",Samostojna,712,Podravska, Slovenska Bistrica, Slovenska Bistrica
