,Price,SurfaceArea,TotalRooms,YearBuilt,TotalFloors,HouseMaterial,HouseType,LandArea,YearRenovated,Furniture,ParkingSpots,BalconyTerraceAtrium,OutdoorFurniture,EnergyClass,Region,District,Neighborhood
907,249000,0,7,1986,,,Samostojna,0,0,,,,Vrt/dvorišče,,Koroška, Ravne na Koroškem, Ravne na Koroškem
908,250000,227,,2002,,"Zidana hiša (beton, opeka)",Dvojček,0,0,,,,,,Savinjska, Slovenske Konjice, Slovenske Konjice
910,269000,0,6,2015,,,Samostojna,0,0,,,,Vrt/dvorišče,C (35 - 60 kWh/m²a),Podravska, Majšperk, Majšperk
911,180000,130,,1972,,,Samostojna,537,0,,,,,,Gorenjska, Cerklje na Gorenjskem, Pšata
912,99900,178,3,1967,,"Zidana hiša (beton, opeka)",Samostojna,0,1980,,3,,,,Podravska, Sveti Jurij v Slovenskih goricah, Malna
913,230000,0,4,1984,,,Samostojna,0,0,,,,Vrt/dvorišče,G (210+ kWh/m²a),Podravska, Hoče, Hotinja vas
915,69000,70,,1900,,,Dvostanovanjska,530,2006,Neopremljeno,brez pripadajočega parkirišča,,Vrt/dvorišče,,Savinjska, Rogatec, Rogatec
917,430000,276,6,2002,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,804,2014,Popolnoma opremljeno,2,Terasa,"Vrt/dvorišče, Žar",C (35 - 60 kWh/m²a),Podravska, Hoče, Slivnica pri Mariboru
919,99000,54,3,1996,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,2013,Delno opremljeno,,,,,Pomurska, Razkrižje, Gibina
920,84500,0,4,1999,,,Samostojna,0,0,,,,,G (210+ kWh/m²a),Savinjska, Rogaška Slatina, Rogaška Slatina
921,240000,310,,1995,,,Samostojna,0,0,,,,,,Savinjska, Celje, Trnovlje pri Celju
922,65000,0,6,2012,,,Samostojna,0,0,,,,,,Pomurska, Lendava, Lendava
923,80000,0,4,1990,,,Samostojna,0,0,,,,,,Pomurska, Lendava, Lendava
924,50000,0,2,1900,,,Samostojna,0,0,,,,,G (210+ kWh/m²a),Savinjska, Slovenske Konjice, Slovenske Konjice
925,79800,0,,2016,,"Zidana hiša (beton, opeka)",Samostojna,0,0,,,,,,Podravska, Markovci, Markovci
927,118000,188,2,1953,Enonadstropna,"Zidana hiša (beton, opeka)",Stanovanjsko-poslovna,376,2010,Delno opremljeno,4,"Terasa, Atrij",Vrt/dvorišče,D (60 - 105 kWh/m²a),Podravska, Starše, Marjeta na Dravskem polju
930,129000,128,,2005,,,Samostojna,493,0,Potrebno obnove,,,,,Pomurska, Murska Sobota, Murska Sobota
931,95000,120,5,1895,,,Samostojna,0,2019,,,,,D (60 - 105 kWh/m²a),Jugovzhodna Slovenija, Kočevje, Kočevje
932,105000,145,,1900,,"Zidana hiša (beton, opeka)",Samostojna,172,0,,,,,,Obalno-kraška, Koper, Sv. Anton
933,433000,305,9,1967,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,422,2021,Delno opremljeno,4,"Balkon, Loža",,D (60 - 105 kWh/m²a),Osrednjeslovenska, Mengeš, Mengeš
935,297100,164,,2020,,"Zidana hiša (beton, opeka)",,0,0,,,,,,Podravska, Ptuj, Ptuj
938,219000,0,5,1955,,,Samostojna,0,0,,,,,,Podravska, Ptuj, Ptuj
939,64000,67,3,1930,Pritlična,,Samostojna,328,1970,Popolnoma opremljeno,,,,G (210+ kWh/m²a),Podravska, Hajdina, Skorba
941,156000,0,8,1800,,,Samostojna,0,0,,,,,,Goriška, Tolmin, Tolmin
942,433000,305,9,1967,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,422,2021,Delno opremljeno,4,"Balkon, Terasa",,,Osrednjeslovenska, Mengeš, Mengeš
943,179500,202,7,1998,,,Samostojna,427,0,Popolnoma opremljeno,1,"Balkon, Terasa",,C (35 - 60 kWh/m²a),Pomurska, Murska Sobota, Murska Sobota
945,290000,70,,2017,Enonadstropna,,Samostojna,523,0,Popolnoma opremljeno,,Balkon,,EI v izdelavi,Savinjska, Bistrica ob Sotli, Srebrnik
946,93900,80,,1952,Enonadstropna,,Samostojna,0,0,,,,,G (210+ kWh/m²a),Podravska, Maribor, Bresternica
947,35000,0,1,1978,Enonadstropna,,,0,0,,,,,,Savinjska, Šentjur, Šentjur
951,270000,0,5,1903,Enonadstropna,,Samostojna,0,0,,,,"Vrtna uta, Lopa za shranjevanje, Vrt/dvorišče",G (210+ kWh/m²a),Goriška, Nova Gorica, Nova Gorica
952,450000,0,,1960,,,Ostalo,0,2014,,,,,,Podravska, Rače, Rače
954,447000,0,8,2005,Enonadstropna,,Samostojna,0,0,,,,Vrt/dvorišče,D (60 - 105 kWh/m²a),Obalno-kraška, Koper, Ankaran
955,384990,0,6,2004,Večnadstropna,Kamnita hiša,Samostojna,0,0,,,,Vrt/dvorišče,,Podravska, Cirkulane, Cirkulane
957,349000,0,8,1781,Dvonadstropna,,Samostojna,0,0,,,,Vrt/dvorišče,,Koroška, Radlje ob Dravi, Radlje ob Dravi
958,330000,0,8,1985,,,Samostojna,0,0,,,,Vrt/dvorišče,,Podravska, Slovenska Bistrica, Slovenska Bistrica
959,159000,0,10+,1920,,,Samostojna,0,0,,,,Vrt/dvorišče,C (35 - 60 kWh/m²a),Savinjska, Rečica ob Savinji, Rečica ob Savinji
960,247700,0,7,1988,Dvonadstropna,,Samostojna,0,0,,,,,D (60 - 105 kWh/m²a),Koroška, Ravne na Koroškem, Ravne na Koroškem
961,259000,0,6,2004,Večnadstropna,,Samostojna,0,0,,,,Vrt/dvorišče,,Podravska, Ptuj, Ptuj
962,129900,0,7,1983,,,Samostojna,0,0,,5,,"Vrtna uta, Lopa za shranjevanje, Vrt/dvorišče",,Pomurska, Murska Sobota, Murska Sobota
964,195000,124,4,2004,,,Samostojna,0,0,,2,Terasa,Vrt/dvorišče,D (60 - 105 kWh/m²a),Podravska, Sv. Trojica v Slovenskih goricah, Osek
965,290000,50,,1800,,"Zidana hiša (beton, opeka)",Samostojna,342,0,,,,,,Obalno-kraška, Koper, Dvori
966,300000,307,5,1904,,"Zidana hiša (beton, opeka)",Samostojna,172,1984,Popolnoma opremljeno,brez pripadajočega parkirišča,,,,Savinjska, Šoštanj, Šoštanj
967,470000,105,,1950,Pritlična,,Vrstna,228,0,Neopremljeno,,,,EI v izdelavi,Osrednjeslovenska, Ljubljana, Topniška
968,129000,148,,1950,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,500,0,,,Balkon,,F (150 - 210 kWh/m²a),Podravska, Slovenska Bistrica, Zgornja Polskava
969,65000,130,2,1958,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,898,2018,Popolnoma opremljeno,,"Terasa, Atrij",Vrt/dvorišče,G (210+ kWh/m²a),Pomurska, Ljutomer, Precetinci
970,310000,62,,1800,,"Zidana hiša (beton, opeka)",Samostojna,342,0,,brez pripadajočega parkirišča,,,,Obalno-kraška, Koper, Sv. Anton
971,55000,139,10+,1920,,,Ostalo,374,0,,,,,G (210+ kWh/m²a),Goriška, Kanal ob Soči, Lig
972,75000,112,10+,1840,,,Ostalo,431,0,,,,,G (210+ kWh/m²a),Goriška, Kanal ob Soči, Kanal ob Soči
974,420000,276,,2009,,,Samostojna,0,0,,,,,E (105 - 150 kWh/m²a),Gorenjska, Kranj, Zgornja Besnica
975,169000,150,1,1965,Pritlična,,Samostojna,0,0,,,,,EI v izdelavi,Podravska, Ptuj, Ptuj
976,300000,110,,1977,,,Samostojna,750,0,,,,,,Podravska, Ptuj, Ptuj
977,493000,0,5,2016,,,Samostojna,0,0,,,,Vrt/dvorišče,,Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah
978,208000,136,4,2022,,"Zidana hiša (beton, opeka)",Dvojček,280,0,Neopremljeno,brez pripadajočega parkirišča,,,,Savinjska, Tabor, Tabor
979,55000,0,5,1800,,,Samostojna,0,0,,,,Vrt/dvorišče,,Savinjska, Šmartno ob Paki, Šmartno ob Paki
980,87000,202,,2006,,"Zidana hiša (beton, opeka)",Samostojna,0,0,,,,,,Jugovzhodna Slovenija, Mokronog - Trebelno, Mokronog
981,298000,200,5,1976,Večnadstropna,,,305,0,,,,,E (105 - 150 kWh/m²a),Osrednjeslovenska, Medvode, Smlednik
982,279000,151,4,2006,,"Zidana hiša (beton, opeka)",Samostojna,625,0,Popolnoma opremljeno,brez pripadajočega parkirišča,,,,Podravska, Hoče, Hoče
983,69500,90,2,1767,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,161,1900,Neopremljeno,2,,Vrt/dvorišče,EI v izdelavi,Gorenjska, Žirovnica, Zabreznica
984,273750,138,,2022,Pritlična,,Ostalo,613,0,,,,,EI ni potrebna (334. člen EZ-1),Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah
985,188000,183,5,1925,,"Zidana hiša (beton, opeka)",Samostojna,107,2006,Popolnoma opremljeno,,,,,Zasavska, Trbovlje, Trbovlje
986,147000,147,5,1998,,"Zidana hiša (beton, opeka)",Samostojna,767,2016,Popolnoma opremljeno,2,,,,Zasavska, Hrastnik, Krištandol
987,399000,0,4,2019,,,Samostojna,0,0,,,,,B1 (15 - 25 kWh/m²a),Podravska, Maribor, Radvanje
988,110000,75,,1800,,"Zidana hiša (beton, opeka)",,117,0,,,,,,Obalno-kraška, Piran, Padna
989,109000,173,3,1982,Pritlična,"Zidana hiša (beton, opeka)",Samostojna,885,2000,Popolnoma opremljeno,,"Balkon, Atrij",Vrt/dvorišče,F (150 - 210 kWh/m²a),Podravska, Ormož, Ormož
990,175000,220,3,1985,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,415,0,Delno opremljeno,,Balkon,,EI v izdelavi,Savinjska, Zreče, Stranice
991,449000,412,3,1887,,,Samostojna,0,2018,Popolnoma opremljeno,7+,Balkon,,F (150 - 210 kWh/m²a),Primorsko-notranjska, Pivka, Pivka
992,360000,180,4,1920,,,Dvojček,1,2016,Popolnoma opremljeno,brez pripadajočega parkirišča,"Balkon, Terasa",Bazen,,Goriška, Miren, Kostanjevica na Krasu
993,80000,0,3,1951,,,Samostojna,0,0,,,,Vrt/dvorišče,EI ni potrebna (334. člen EZ-1),Podravska, Ptuj, Ptuj
994,340000,141,3,1965,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,982,2015,Delno opremljeno,,Balkon,,EI v izdelavi,Osrednjeslovenska, Grosuplje, Lobček
996,390000,96,4,2009,,,Dvojček,226,2017,Popolnoma opremljeno,3,"Atrij, Terasa",,B2 (25 - 35 kWh/m²a),Osrednjeslovenska, Brezovica pri Ljubljani, Podpeč
997,89500,150,3,1967,Pritlična,,Samostojna,0,2003,Popolnoma opremljeno,,,,,Podravska, Cirkulane, Brezovec
998,176000,381,10+,1995,Večnadstropna,"Zidana hiša (beton, opeka)",Dvostanovanjska,808,2020,Popolnoma opremljeno,,"Balkon, Terasa, Atrij","Vrt/dvorišče, Zimski vrt, Lopa za shranjevanje, Vrtna uta, Žar",D (60 - 105 kWh/m²a),Podravska, Benedikt, Benedikt
1000,474092,0,4,2021,,Kamnita hiša,Samostojna,0,0,,3,,,C (35 - 60 kWh/m²a),Obalno-kraška, Sežana, Sežana
1001,60000,0,5,1707,,Kamnita hiša,Samostojna,0,0,,,,Vrt/dvorišče,,Savinjska, Laško, Laško
1003,180000,121,10+,2007,,,Ostalo,0,0,,,,,Ni možno izdati,Obalno-kraška, Komen, Trebižani
1004,390000,99,3,2009,Enonadstropna,"Zidana hiša (beton, opeka)",Vrstna,226,2017,,,Terasa,Vrt/dvorišče,B2 (25 - 35 kWh/m²a),Osrednjeslovenska, Brezovica pri Ljubljani, Jezero
1006,298000,157,4,2001,Dvonadstropna,"Zidana hiša (beton, opeka)",Vrstna,145,0,Popolnoma opremljeno,,,,EI v izdelavi,Osrednjeslovenska, Grosuplje, Grosuplje
1007,370000,191,,1969,,,Vrstna,433,0,,,Balkon,,C (35 - 60 kWh/m²a),Osrednjeslovenska, Ljubljana Moste Polje, Zalog
1009,259900,188,,2022,,"Zidana hiša (beton, opeka)",Samostojna,342,0,,brez pripadajočega parkirišča,,,,Podravska, Šentilj v Slovenskih goricah, Šentilj v Slovenskih goricah
1010,185000,120,4,1900,,,Vrstna,393,1960,,brez pripadajočega parkirišča,Balkon,Vrt/dvorišče,EI v izdelavi,Koroška, Slovenj Gradec, Slovenj Gradec
1011,250000,70,3,1990,Enonadstropna,,Vrstna,30,2004,,,,,EI ni potrebna (334. člen EZ-1),Obalno-kraška, Izola, Izola
1012,350000,0,5,2022,,,,0,0,,,,Vrt/dvorišče,,Osrednjeslovenska, Medvode, Medvode
1014,190000,71,3,1964,,,Samostojna,1,2010,Neopremljeno,1,Balkon,Vrt/dvorišče,,Podravska, Selnica ob Dravi, Zgornja Selnica
1015,200000,280,,1810,,"Zidana hiša (beton, opeka)",Ostalo,0,1977,,brez pripadajočega parkirišča,,,,Podravska, Hoče, Hočko Pohorje
1016,85800,216,,1952,,"Zidana hiša (beton, opeka)",Samostojna,615,0,,,,,,Podravska, Središče ob Dravi, Središče ob Dravi
1017,99000,0,5,1900,Večnadstropna,,Samostojna,0,0,,4,,Vrt/dvorišče,G (210+ kWh/m²a),Jugovzhodna Slovenija, Semič, Semič
1018,165000,0,5,1996,,,Samostojna,0,0,,,,,,Savinjska, Šmarje pri Jelšah, Šmarje pri Jelšah
1020,179000,98,5,2021,,"Zidana hiša (beton, opeka)",Dvojček,267,0,,brez pripadajočega parkirišča,,,,Savinjska, Braslovče, Parižlje
1021,280000,250,5,2001,,"Zidana hiša (beton, opeka)",Samostojna,338,0,,brez pripadajočega parkirišča,,,,Savinjska, Žalec, Arja vas
1023,449000,395,9,1998,Večnadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,0,Popolnoma opremljeno,5,"Balkon, Terasa, Atrij",Vrt/dvorišče,D (60 - 105 kWh/m²a),Podravska, Miklavž na Dravskem polju, Miklavž na Dravskem polju
1024,337000,156,3,2009,,"Zidana hiša (beton, opeka)",Samostojna,592,0,,brez pripadajočega parkirišča,,,,Obalno-kraška, Kozina, Krvavi Potok
1026,275000,254,4,1935,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,426,2019,Delno opremljeno,,Balkon,Vrt/dvorišče,EI v izdelavi,Osrednjeslovenska, Moravče, Moravče
1027,139900,158,7,1970,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,2010,,,,,,Pomurska, Beltinci, Dokležovje
1028,245000,180,,1989,,"Zidana hiša (beton, opeka)",Samostojna,0,2018,Popolnoma opremljeno,1,,,,Savinjska, Vitanje, Brezen
1030,199900,296,5,1976,,"Zidana hiša (beton, opeka)",Dvostanovanjska,512,2002,Delno opremljeno,brez pripadajočega parkirišča,,,,Podravska, Starše, Brunšvik
1031,155000,180,5,1937,Enonadstropna,"Zidana hiša (beton, opeka)",Samostojna,638,2015,Delno opremljeno,,,Žar,EI v izdelavi,Savinjska, Celje, Celje
1032,139990,163,4,2019,,"Zidana hiša (beton, opeka)",Samostojna,272,0,Neopremljeno,brez pripadajočega parkirišča,,,,Podravska, Slovenska Bistrica, Ošelj
1033,380000,463,,1995,,"Zidana hiša (beton, opeka)",Samostojna,0,2018,,1,,,,Podravska, Slovenska Bistrica, Slovenska Bistrica
1034,45000,67,2,1899,,,Samostojna,0,1985,Delno opremljeno,brez pripadajočega parkirišča,,,,Podravska, Zavrč, Gorenjski Vrh
1035,45000,342,,1995,,,Samostojna,971,0,,,,,,Podravska, Poljčane, Poljčane
1036,185000,0,10+,1900,Večnadstropna,,Samostojna,0,0,,,,,F (150 - 210 kWh/m²a),Savinjska, Radeče, Radeče
1038,149900,0,5,1980,,,Samostojna,0,0,,,,Vrt/dvorišče,,Savinjska, Podčetrtek, Pristava pri Mestinju
1039,249000,150,4,1992,,"Zidana hiša (beton, opeka)",Samostojna,0,0,Delno opremljeno,brez pripadajočega parkirišča,,,,Podravska, Sv. Trojica v Slovenskih goricah, Spodnja Senarska
1042,265000,125,,2021,,,Dvojček,370,0,,,,,,Osrednjeslovenska, Grosuplje, Polica
1045,160000,420,,1969,,,Samostojna,0,2004,,,,,,Savinjska, Štore, Šentjanž nad Štorami
1046,129000,266,,1965,Enonadstropna,,Samostojna,392,0,,,,,,Savinjska, Slovenske Konjice, Loče
1048,138000,0,4,1940,,,Samostojna,0,0,,,,Vrt/dvorišče,,Primorsko-notranjska, Ilirska Bistrica, Ilirska Bistrica
1049,103000,65,3,1995,Dvonadstropna,"Zidana hiša (beton, opeka)",Samostojna,0,0,Delno opremljeno,,Balkon,,,Savinjska, Podčetrtek, Cmereška Gorca
