,Cena,Približno,Neto cena,DDV,Bivalna površina,Vrsta stanovanja,Leto izgradnje,Vrsta ponudbe,Lokacija,Umeščenost stanovanja,Nadstropje,Skupno število nadstropij v stavbi,Leto zadnje prenove,Balkon / terasa / atrij,Zunanje površine in oprema,Vrsta cene,Oglas je objavljen,Do poteka še,Oglas je prikazan,Link,Šifra oglasa,Opremljenost in stanje,Število parkirnih mest,Možnost menjave,Neto površina,Energetski razred,Interna številka oglasa
768,283.000 €,,,,,3-sobno,1984,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",,,,,,Vrt/dvorišče,Skupna cena,20.05.2022. ob 00:14,do prodaje,384 -krat,https://www.bolha.com/nepremicnine/urejeno-stanovanje-mirni-lokaciji-oglas-9447921,9447921,,,,,D (60 - 105 kWh/m2a),490391005-42
769,118.000 €,,,,,3-sobno,2007,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",,,,,,Vrt/dvorišče,Skupna cena,20.05.2022. ob 00:14,do prodaje,572 -krat,https://www.bolha.com/nepremicnine/stanovanje-v-6-stnovanjski-hisi-oglas-9447918,9447918,,,,,D (60 - 105 kWh/m2a),490391005-45
770,249.000 €,,,,,4-sobno,2007,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",,,,,,Vrt/dvorišče,Skupna cena,20.05.2022. ob 00:14,do prodaje,313 -krat,https://www.bolha.com/nepremicnine/stanovanje-v-6-stanovanjski-hisi-oglas-9447917,9447917,,,,,D (60 - 105 kWh/m2a),490391005-43
771,389.000 €,,,,,4-sobno,1929,Prodam,"Gorenjska, Kranj, Kranj",,,,,,,Skupna cena,20.05.2022. ob 00:14,do prodaje,353 -krat,https://www.bolha.com/nepremicnine/stanovanje-v-centru-kranja-oglas-9447906,9447906,,,,,C (35 - 60 kWh/m2a),490391002-54
772,339.000 €,,,,,5-sobno,1996,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,4,,,,Skupna cena,20.05.2022. ob 00:14,do prodaje,340 -krat,https://www.bolha.com/nepremicnine/ljubljana-crnuce-5-sobno-stanovanje-oglas-9447905,9447905,,1,,,C (35 - 60 kWh/m2a),490391002-56
773,235.000 €,,,,,2-sobno,1920,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,,,,Skupna cena,20.05.2022. ob 00:14,do prodaje,383 -krat,https://www.bolha.com/nepremicnine/ljubljana-center-2-sobno-stanovanje-oglas-9447904,9447904,,,,,E (105 - 150 kWh/m2a),490391002-52
774,249.000 €,,,,,3-sobno,2011,Prodam,"Jugovzhodna Slovenija, Trebnje, Trebnje",,,2,,,,Skupna cena,20.05.2022. ob 00:14,do prodaje,525 -krat,https://www.bolha.com/nepremicnine/trebnje-3-sobno-stanovanje-oglas-9447902,9447902,,,,,B2 (25 - 35 kWh/m2a),490391002-58
775,82.499 €,,,,"49,00 m²",3-sobno,1920,Prodam,"Podravska, Maribor, Ostalo",,3.,3,2012,,,Skupna cena,19.05.2022. ob 08:40,do prodaje,1189 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-pobrezje-49.00-m2-oglas-9444959,9444959,Neopremljeno,,,,D (60 - 105 kWh/m2a),1468
776,287.000 €,,,,,"2,5-sobno",1942,Prodam,"Osrednjeslovenska, Ljubljana Šiška, Spodnja Šiška",,,,,,,Skupna cena,19.05.2022. ob 00:12,do prodaje,264 -krat,https://www.bolha.com/nepremicnine/mescansko-stanovanje-v-spodnji-siski-oglas-9444150,9444150,,,,,E (105 - 150 kWh/m2a),490191115-1
777,178.933 €,,,,,4-sobno,2022,Prodam,"Pomurska, Apače, Apače",,1.,4,,,,Skupna cena,18.05.2022. ob 14:29,do prodaje,273 -krat,https://www.bolha.com/nepremicnine/skoraj-nic-energijski-blok-b-apace-oglas-9442457,9442457,,,,"88,22 m²",EI v izdelavi,GALEA 2021/4062
778,230.759 €,,,,,4-sobno,2022,Prodam,"Pomurska, Apače, Apače",,4.,4,,,,Skupna cena,18.05.2022. ob 14:12,do prodaje,253 -krat,https://www.bolha.com/nepremicnine/skoraj-nic-energijski-blok-b-apace-oglas-9442400,9442400,,,,"115,97 m²",,GALEA 2021/4072
779,68.700 €,,,,"39,50 m²",Garsonjera,2022,Prodam,"Podravska, Sv. Ana v Slovenskih goricah, Sv. Ana v Slovenskih goricah",V večstanovanjski stavbi,Visoko pritličje,2,,,,Skupna cena,18.05.2022. ob 12:16,do prodaje,1699 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-krivi-vrh-39.00-m2-oglas-9263676,9263676,Neopremljeno,1,,"42,60 m²",A2 (10 - 15 kWh/m2a),
780,142.450 €,,,,"80,00 m²",3-sobno,2022,Prodam,"Podravska, Sv. Ana v Slovenskih goricah, Sv. Ana v Slovenskih goricah",V večstanovanjski stavbi,1.,3,,"Balkon, Atrij",,Skupna cena,18.05.2022. ob 11:51,do prodaje,559 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-sv-ana-v-slovenskih-goricah-80.00-m2-oglas-9441832,9441832,Neopremljeno,2,,"92,00 m²",A2 (10 - 15 kWh/m2a),
781,"230.759,92 €",,,,,4-sobno,2022,Prodam,"Pomurska, Apače, Apače",V večstanovanjski stavbi,3.,3,,Balkon,,Skupna cena,18.05.2022. ob 09:42,do prodaje,244 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-artice-oglas-9441212,9441212,,,,"115,97 m²",,
782,178.000 €,,,,"86,00 m²",3-sobno,1863,Prodam,"Podravska, Maribor, Koroška vrata",,Mansarda,,2022,,,Skupna cena,15.05.2022. ob 22:15,do prodaje,847 -krat,https://www.bolha.com/nepremicnine/mansardno-trisobno-stanovanjw-maribor-koroska-vrata-86.00-m2-oglas-8993698,8993698,,,,"86,00 m²",,
783,249.000 €,,,,"124,40 m²",3-sobno,1936,Prodam,"Osrednjeslovenska, Logatec, Logatec",,3.,3,2022,,,Skupna cena,13.05.2022. ob 07:41,do prodaje,471 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-3-sobno-logatec-130.5-m2-oglas-9420218,9420218,,2,,"130,50 m²",C (35 - 60 kWh/m2a),40
784,189.000 €,,,,"69,90 m²",3-sobno,1936,Prodam,"Osrednjeslovenska, Logatec, Logatec",,2.,3,2022,,,Skupna cena,13.05.2022. ob 07:36,do prodaje,340 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-3-sobno-logatec-78-m2-oglas-9420198,9420198,,2,,"78,00 m²",C (35 - 60 kWh/m2a),38
785,194.000 €,,,,"97,50 m²",2-sobno,1936,Prodam,"Osrednjeslovenska, Logatec, Logatec",,3.,3,2022,,,Skupna cena,13.05.2022. ob 07:31,do prodaje,498 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-2-sobno-logatec-102.4-m2-oglas-9420178,9420178,,2,,"102,40 m²",,41
786,189.000 €,,,,"66,00 m²",3-sobno,1964,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,,,2017,,,Skupna cena,11.05.2022. ob 05:21,do prodaje,1059 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-trisobno-juzna-primorska-koper-capodistria-koper-oglas-9412720,9412720,,,,"66,00 m²",,PS22901266859149KR
787,141.000 €,,,,,4-sobno,1980,Prodam,"Koroška, Slovenj Gradec, Slovenj Gradec",,2.,2,,,,Skupna cena,10.05.2022. ob 02:35,do prodaje,896 -krat,https://www.bolha.com/nepremicnine/4-sobno-stanovanje-oglas-9409086,9409086,,1,,,,490281024-106
788,89.000 €,,,,"27,70 m²",Garsonjera,1960,Prodam,"Savinjska, Celje, Dolgo polje",V večstanovanjski stavbi,3.,4,2022,,,Skupna cena,06.05.2022. ob 10:08,do prodaje,721 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-celje-27.70-m2-oglas-9391198,9391198,Delno opremljeno,,,,,1469
789,278.000 €,,,,,3-sobno,1903,Prodam,"Gorenjska, Gorenja vas - Poljane, Fužine",,,,,,,Skupna cena,04.05.2022. ob 00:13,do prodaje,658 -krat,https://www.bolha.com/nepremicnine/cudovito-in-prenovljeno-duplex-stanovanje-oglas-9380733,9380733,,,,,D (60 - 105 kWh/m2a),490191111-11
790,370.000 €,,,,,6 in večsobno,1500,Prodam,"Savinjska, Celje, Center",,1.,,2013,,,Skupna cena,03.05.2022. ob 13:49,do prodaje,355 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-oglas-9378426,9378426,,,,"240,50 m²",,
791,165.650 €,,,,"91,50 m²",4-sobno,2022,Prodam,"Podravska, Lenart v Slovenskih goricah, Lenart v Slovenskih goricah",V večstanovanjski stavbi,1.,2,,Balkon,,Skupna cena,02.05.2022. ob 10:13,do prodaje,3328 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-krivi-vrh-91.00-m2-oglas-9181288,9181288,Neopremljeno,,,"108,00 m²",A2 (10 - 15 kWh/m2a),
792,Po dogovoru,,,,"110,00 m²",Drugo,,Prodam,"Osrednjeslovenska, Mengeš, Loka pri Mengšu",V hiši,Pritličje,,,,,Skupna cena,28.04.2022. ob 21:06,do prodaje,459 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-loka-pri-mengsu-110.00-m2-oglas-9353808,9353808,Potrebno obnove,,,,,
793,89.000 €,,,,"66,60 m²",2-sobno,1870,Prodam,"Podravska, Maribor, Košaki",,,,2005,,,Skupna cena,27.04.2022. ob 00:18,do prodaje,2590 -krat,https://www.bolha.com/nepremicnine/obnovljeno-2-sobno-pregrajeno-v-3-sobno-stanovanje-v-meljskem-dolu-oglas-9341549,9341549,,,,,D (60 - 105 kWh/m2a),8852
794,194.900 €,,,,"95,00 m²",3-sobno,1900,Prodam,"Savinjska, Celje, Center",V večstanovanjski stavbi,Mansarda,2,2010,,,Skupna cena,26.04.2022. ob 13:10,do prodaje,585 -krat,https://www.bolha.com/nepremicnine/celje-center-95.00-m2-oglas-9339528,9339528,Popolnoma opremljeno,,,"95,00 m²",D (101 do 150 kWh/m2a) - HR,BB288
795,120.000 €,,,,"51,40 m²",2-sobno,2009,Prodam,"Savinjska, Šmarje pri Jelšah, Zastranje",,2.,,,,,Skupna cena,26.04.2022. ob 08:45,do prodaje,940 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-smarje-pri-jelsah-51.00-m2-oglas-9338495,9338495,Delno opremljeno,,,,B1 (15 - 25 kWh/m2a),396
796,277.372 €,,,,"142,94 m²",6 in večsobno,1933,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",V večstanovanjski stavbi,,,2022,,,Skupna cena,25.04.2022. ob 15:11,do prodaje,576 -krat,https://www.bolha.com/nepremicnine/gornja-radgona-stanovanje-5-in-vecsobno-prodaja-oglas-9334582,9334582,,2,Menjava za drugo nepremičnino ni možna,"199,72 m²",,100195-169
797,249.000 €,,,,,"3,5-sobno",2014,Prodam,"Podravska, Maribor, Betnava",V večstanovanjski stavbi,,,,,,Skupna cena,25.04.2022. ob 15:11,do prodaje,1074 -krat,https://www.bolha.com/nepremicnine/maribor-betnava-stanovanje-3.5-sobno-prodaja-oglas-9334578,9334578,Popolnoma opremljeno,1,Menjava za drugo nepremičnino ni možna,"105,00 m²",C (35 - 60 kWh/m2a),100195-166
798,277.816 €,,,,"144,02 m²",6 in večsobno,1933,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",V večstanovanjski stavbi,,,2022,,,Skupna cena,25.04.2022. ob 15:11,do prodaje,389 -krat,https://www.bolha.com/nepremicnine/gornja-radgona-stanovanje-5-in-vecsobno-prodaja-oglas-9334577,9334577,,2,Menjava za drugo nepremičnino ni možna,"206,07 m²",,100195-170
799,179.000 €,,,,"49,00 m²",3-sobno,1800,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,2.,2,,,,Skupna cena,22.04.2022. ob 00:21,do prodaje,1285 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dvoinpolsobno-juzna-primorska-koper-capodistria-k-oglas-9314424,9314424,Popolnoma opremljeno,,,"49,00 m²",,PS22901266859128KR
800,126.000 €,,,,"82,00 m²",3-sobno,1983,Prodam,"Pomurska, Ljutomer, Ljutomer",,1.,3,2009,Balkon,,Skupna cena,21.04.2022. ob 15:27,do prodaje,1020 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-ljutomer-82.00-m2-oglas-9313111,9313111,Popolnoma opremljeno,,,"82,00 m²",D (60 - 105 kWh/m2a),P35-2022
801,69.000 €,,,,"39,00 m²",1-sobno,1947,Prodam,"Goriška, Nova Gorica, Rožna Dolina",,,,,,,Skupna cena,21.04.2022. ob 15:10,do prodaje,1362 -krat,https://www.bolha.com/nepremicnine/stanovanje-rozna-dolina-69.000.00-oglas-9313076,9313076,,,,"39,00 m²",G (210+ kWh/m2a),4736-S-2022
802,249.000 €,,,,"150,00 m²",3-sobno,1962,Prodam,"Osrednjeslovenska, Brezovica pri Ljubljani, Brezovica pri Ljubljani",V hiši,1.,2,2017,,,Skupna cena,21.04.2022. ob 14:27,do prodaje,598 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-brezovica-pri-ljubljani-150.00-m2-oglas-9312942,9312942,,,,,D (60 - 105 kWh/m2a),R124
803,247.000 €,,,,,3-sobno,1960,Prodam,"Osrednjeslovenska, Ljubljana Center, Stara Ljubljana",,,,,,,Skupna cena,16.04.2022. ob 00:11,do prodaje,602 -krat,https://www.bolha.com/nepremicnine/3-sobno-stanovanje-hudovernikovi-ulici-oglas-9281130,9281130,,,,,D (60 - 105 kWh/m2a),490191094-94
804,129.000 €,,,,"51,70 m²",2-sobno,1914,Prodam,"Podravska, Maribor, Tabor",,,,2013,,,Skupna cena,15.04.2022. ob 09:11,do prodaje,1665 -krat,https://www.bolha.com/nepremicnine/obnovljeno-2-sobno-stanovanje-z-zemljiscem-in-garazo-maribor-tabor-oglas-9278589,9278589,,,,,D (60 - 105 kWh/m2a),8849
805,267.000 €,,,,"188,00 m²",4-sobno,1997,Prodam,"Obalno-kraška, Koper, Gažon",V večstanovanjski stavbi,1.,,2012,,,Skupna cena,15.04.2022. ob 00:22,do prodaje,940 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-dupleks-juzna-primorska-koper-capodistria-gazon-oglas-9275263,9275263,Popolnoma opremljeno,,,"188,00 m²",,PS22901266859118KM
806,379.000 €,,,,"86,00 m²",3-sobno,1895,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,Visoko pritličje,,2006,,,Skupna cena,13.04.2022. ob 10:32,do prodaje,2947 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-center-86.00-m2-oglas-9267427,9267427,,,,,,SP3001
807,99.900 €,,,,,2-sobno,1995,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",,1.,,,,Bazen,Skupna cena,12.04.2022. ob 00:16,do prodaje,829 -krat,https://www.bolha.com/nepremicnine/stanovanje-rogaska-slatina-center-oglas-9258959,9258959,,,,,D (60 - 105 kWh/m2a),490291001-371
808,189.000 €,,,,"53,60 m²",3-sobno,1900,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Moste",V večstanovanjski stavbi,2.,2,2017,Balkon,,Skupna cena,11.04.2022. ob 21:26,do prodaje,1463 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-3-sobno-ljubljana-moste-55.3-m2-oglas-9258654,9258654,Popolnoma opremljeno,,,"55,30 m²",G (210+ kWh/m2a),16
809,355.000 €,,,,"82,00 m²",3-sobno,1760,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,1.,,2011,,Vrt/dvorišče,Skupna cena,11.04.2022. ob 19:04,do prodaje,693 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-3-sobno-ljubljana-center-93-m2-oglas-9258068,9258068,,1,,"93,00 m²",F (150 - 210 kWh/m2a),317
810,262.000 €,,,,"67,00 m²",3-sobno,1980,Prodam,"Obalno-kraška, Piran, Lucija",V večstanovanjski stavbi,,,2016,"Balkon, Zaprt balkon",,Skupna cena,11.04.2022. ob 15:10,do prodaje,578 -krat,https://www.bolha.com/nepremicnine/piran-lucija-stanovanje-3-sobno-prodaja-oglas-9257044,9257044,Popolnoma opremljeno,brez pripadajočega parkirišča,Menjava za drugo nepremičnino ni možna,"75,00 m²",,106166-263
811,320.000 €,,,,"110,36 m²",5-sobno,2022,Prodam,"Podravska, Maribor, Studenci",V hiši,Pritličje,2,,,,Skupna cena,11.04.2022. ob 00:06,do prodaje,363 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-5-in-vecsobno-maribor-110.36-m2-oglas-9252707,9252707,,2,,,,405
812,240.000 €,,,,"272,00 m²",Drugo,1965,Prodam,"Podravska, Ptuj, Ptuj",,Pritličje,,2018,,,Skupna cena,10.04.2022. ob 08:41,do prodaje,190 -krat,https://www.bolha.com/nepremicnine/ptuj-center-pisarne-z-dolgorocnim-najemnikom-272-m2-prodamo-oglas-9248560,9248560,,,,,EI v izdelavi,
813,170.848 €,,,,"42,50 m²",2-sobno,2010,Prodam,"Savinjska, Vojnik, Vojnik",V večstanovanjski stavbi,3.,3,2022,Terasa,,Skupna cena,09.04.2022. ob 19:24,do prodaje,393 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-vojnik-42.00-m2-oglas-9245031,9245031,,,,"42,50 m²",,
814,212.142 €,,,,"56,80 m²",3-sobno,2010,Prodam,"Savinjska, Vojnik, Vojnik",V večstanovanjski stavbi,3.,3,2022,Terasa,,Skupna cena,09.04.2022. ob 19:20,do prodaje,320 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-vojnik-56.00-m2-oglas-9245019,9245019,,1,,"56,80 m²",,
815,58.000 €,,,,,Garsonjera,1964,Prodam,"Savinjska, Celje, Celje",,,,,,,Skupna cena,09.04.2022. ob 00:23,do prodaje,2456 -krat,https://www.bolha.com/nepremicnine/garsonjera-odlicni-lokaciji-v-celju-otok-oglas-9239117,9239117,,,,,,490281026-164
816,277.815 €,,,,"206,00 m²",5-sobno,1933,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",V večstanovanjski stavbi,1.,1,2022,,,Skupna cena,09.04.2022. ob 00:20,do prodaje,609 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-petsobno-pomurska-gornja-radgona-gornja-radgona-oglas-9239067,9239067,,,,"206,00 m²",,PS4647658MR-2
817,277.372 €,,,,"199,00 m²",5-sobno,1933,Prodam,"Pomurska, Gornja Radgona, Gornja Radgona",V večstanovanjski stavbi,Pritličje,1,2022,,,Skupna cena,09.04.2022. ob 00:20,do prodaje,511 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-petsobno-pomurska-gornja-radgona-gornja-radgona-oglas-9239066,9239066,,,,"199,00 m²",,PS4647657MR 1
818,149.311 €,,,,,3-sobno,2022,Prodam,"Pomurska, Turnišče, Turnišče",V večstanovanjski stavbi,,2,,"Atrij, Terasa",,Skupna cena,09.04.2022. ob 00:17,do prodaje,510 -krat,https://www.bolha.com/nepremicnine/turnisce-stanovanje-3-sobno-prodaja-oglas-9239050,9239050,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"75,57 m²",B1 (15 - 25 kWh/m2a),112200-167
819,101.521 €,,,,,2-sobno,2022,Prodam,"Pomurska, Turnišče, Turnišče",V večstanovanjski stavbi,,1,,Balkon,,Skupna cena,09.04.2022. ob 00:17,do prodaje,686 -krat,https://www.bolha.com/nepremicnine/turnisce-stanovanje-2-sobno-prodaja-oglas-9239048,9239048,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"46,64 m²",B1 (15 - 25 kWh/m2a),112200-171
820,135.737 €,,,,,3-sobno,2022,Prodam,"Pomurska, Turnišče, Turnišče",V večstanovanjski stavbi,,1,,"Atrij, Terasa",,Skupna cena,09.04.2022. ob 00:17,do prodaje,359 -krat,https://www.bolha.com/nepremicnine/turnisce-stanovanje-3-sobno-prodaja-oglas-9239047,9239047,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"75,57 m²",B1 (15 - 25 kWh/m2a),112200-166
821,128.914 €,,,,,3-sobno,2022,Prodam,"Pomurska, Turnišče, Turnišče",V večstanovanjski stavbi,,1,,Balkon,,Skupna cena,09.04.2022. ob 00:17,do prodaje,356 -krat,https://www.bolha.com/nepremicnine/turnisce-stanovanje-3-sobno-prodaja-oglas-9239046,9239046,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"75,57 m²",B1 (15 - 25 kWh/m2a),112200-169
822,141.805 €,,,,,3-sobno,2022,Prodam,"Pomurska, Turnišče, Turnišče",V večstanovanjski stavbi,,1,,Balkon,,Skupna cena,09.04.2022. ob 00:17,do prodaje,300 -krat,https://www.bolha.com/nepremicnine/turnisce-stanovanje-3-sobno-prodaja-oglas-9239044,9239044,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"75,57 m²",B1 (15 - 25 kWh/m2a),112200-170
823,779.500 €,,,,"139,60 m²",3-sobno,2020,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",,Pritličje,,,Atrij,,Skupna cena,08.04.2022. ob 16:15,do prodaje,375 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-3-sobno-ljubljana-vic-139.6-m2-oglas-9237692,9237692,,4,,,A2 (10 - 15 kWh/m2a),186
824,480.000 €,,,,"108,00 m²",3-sobno,2004,Prodam,"Osrednjeslovenska, Ljubljana Vič Rudnik, Vič - Dolgi most",V večstanovanjski stavbi,Visoko pritličje,3,,Balkon,,Skupna cena,08.04.2022. ob 16:09,do prodaje,319 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-3-sobno-ljubljana-vic-118.5-m2-oglas-9237675,9237675,Popolnoma opremljeno,,,"118,50 m²",C (35 - 60 kWh/m2a),418
825,135.737 €,,,,,3-sobno,2022,Prodam,"Pomurska, Turnišče, Turnišče",V večstanovanjski stavbi,,1,,"Atrij, Terasa",,Skupna cena,08.04.2022. ob 15:11,do prodaje,324 -krat,https://www.bolha.com/nepremicnine/turnisce-stanovanje-3-sobno-prodaja-oglas-9237513,9237513,Neopremljeno,1,Menjava za drugo nepremičnino ni možna,"75,57 m²",B1 (15 - 25 kWh/m2a),112200-165
826,56.000 €,,,,,2-sobno,1967,Prodam,"Savinjska, Celje, Celje",,,,,,,Skupna cena,08.04.2022. ob 00:25,do prodaje,2397 -krat,https://www.bolha.com/nepremicnine/1-sobno-stanovanje-odlicni-lokaciji-v-celju-oglas-9233371,9233371,,,,,,490281026-163
827,69.900 €,,,,,3-sobno,1967,Prodam,"Savinjska, Tabor, Tabor",,,,,,,Skupna cena,08.04.2022. ob 00:24,do prodaje,1131 -krat,https://www.bolha.com/nepremicnine/2-sobno-stanovanje-ojstriska-vas-tabor-oglas-9233370,9233370,,,,,,490281022-185
828,147.000 €,,,,,3-sobno,1895,Prodam,"Savinjska, Celje, Celje",,,,,,,Skupna cena,08.04.2022. ob 00:24,do prodaje,700 -krat,https://www.bolha.com/nepremicnine/2-loceni-stanovanji-oglas-9233369,9233369,,,,,,490281015-449
829,999.000 €,,,,"128,97 m²",4-sobno,2021,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,,2,,Terasa,,Skupna cena,07.04.2022. ob 22:18,do prodaje,439 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-4-sobno-ljubljana-center-210.04-m2-oglas-9233183,9233183,,2,,"210,04 m²",A1 (0 - 10 kWh/m2a),391
830,595.000 €,,,,"159,39 m²",4-sobno,1500,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",,3.,3,2020,Terasa,,Skupna cena,07.04.2022. ob 22:10,do prodaje,499 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-4-sobno-ljubljana-center-185.46-m2-oglas-9233168,9233168,,,,"185,46 m²",C (35 - 60 kWh/m2a),90
831,495.000 €,,,,"90,00 m²",3-sobno,1955,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,2.,6,2021,Balkon,,Skupna cena,07.04.2022. ob 19:03,do prodaje,677 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-3-sobno-ljubljana-center-124-m2-oglas-9232390,9232390,Delno opremljeno,,,"124,00 m²",D (60 - 105 kWh/m2a),415
832,690.000 €,,,,"93,00 m²",3-sobno,2005,Prodam,"Osrednjeslovenska, Ljubljana Center, Center",V večstanovanjski stavbi,4.,5,,Balkon,,Skupna cena,07.04.2022. ob 18:35,do prodaje,412 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-3-sobno-ljubljana-center-108-m2-oglas-9232290,9232290,Popolnoma opremljeno,2,,"108,00 m²",C (35 - 60 kWh/m2a),363
833,429.000 €,,,,"150,00 m²",5-sobno,1903,Prodam,"Osrednjeslovenska, Ljubljana Bežigrad, Bežigrad",V hiši,1.,1,2015,,,Skupna cena,07.04.2022. ob 14:08,do prodaje,365 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-5-in-vecsobno-ljubljana-bezigrad-150-m2-oglas-9231387,9231387,,1,,,,396
834,195.000 €,,,,"42,10 m²",1-sobno,1987,Prodam,"Obalno-kraška, Piran, Lucija",,1.,4,,,,Skupna cena,07.04.2022. ob 11:02,do prodaje,652 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-lucija-42.00-m2-oglas-9230688,9230688,,,,"31,70 m²",,S-23/2022
835,440.000 €,,,,"56,50 m²",2-sobno,2011,Prodam,"Obalno-kraška, Koper, Koper",V večstanovanjski stavbi,3.,4,2021,Terasa,,Skupna cena,07.04.2022. ob 08:57,do prodaje,427 -krat,https://www.bolha.com/nepremicnine/prodaja-stanovanje-2-sobno-koper-71.3-m2-oglas-9230186,9230186,Popolnoma opremljeno,2,,"106,40 m²",B2 (25 - 35 kWh/m2a),401
836,170.000 €,,,,"49,60 m²",2-sobno,1936,Prodam,"Osrednjeslovenska, Ljubljana Moste Polje, Zelena jama",,Klet,2,2015,,Vrt/dvorišče,Skupna cena,06.04.2022. ob 10:01,do prodaje,1366 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-zelena-jama-49.00-m2-oglas-9224125,9224125,Delno opremljeno,,,,,1457
837,400.000 €,,,,"656,60 m²",Drugo,,Prodam,"Goriška, Ajdovščina, Grivče",V hiši,Pritličje,8,,,,Skupna cena,04.04.2022. ob 09:11,do prodaje,3325 -krat,https://www.bolha.com/nepremicnine/lokacija-stanovanja-grivce-656.00-m2-oglas-9203892,9203892,Nedokončana gradnja,,Menjava za drugo nepremičnino ni možna,"630,00 m²",,SL49
838,98.000 €,,,,,2-sobno,1820,Prodam,"Savinjska, Rogaška Slatina, Rogaška Slatina",,2.,,,,,Skupna cena,02.04.2022. ob 00:14,do prodaje,734 -krat,https://www.bolha.com/nepremicnine/stanovanje-zdraviliski-oglas-9188040,9188040,,,,,,490291001-370
839,264.000 €,,,,"77,70 m²","3,5-sobno",1909,Prodam,"Osrednjeslovenska, Grosuplje, Grosuplje",V večstanovanjski stavbi,2.,2,2021,,,Skupna cena,31.03.2022. ob 16:50,do prodaje,643 -krat,https://www.bolha.com/nepremicnine/stanovanje-3.5-sobno-grosuplje-105.6-m2-oglas-9180325,9180325,,2,,"105,60 m²",,331
840,125.000 €,,,,"69,20 m²",3-sobno,1964,Prodam,"Savinjska, Celje, Celje",,4.,5,,,,Skupna cena,31.03.2022. ob 15:53,do prodaje,2111 -krat,https://www.bolha.com/nepremicnine/stanovanje-3-sobno-celje-71.6-m2-oglas-9180098,9180098,Neopremljeno,,,"71,60 m²",C (35 - 60 kWh/m2a),337
